46|1||28|2026-05-01 00:00:00.000|40000.00|.00|Payment #6 - Payment to Mezaan Bank|1|2026-05-01 18:46:07.380|25
47|1||25|2026-05-01 00:00:00.000|.00|40000.00|Payment #6 - Payment from Cash|1|2026-05-01 18:46:07.387|25
48|1||25|2026-05-01 00:00:00.000|90000.00|.00|Receiving #4 - Amount received - Cash|1|2026-05-01 18:47:55.373|26
49|1||28|2026-05-01 00:00:00.000|.00|90000.00|Receiving #4 - Receiving credit - Mezaan Bank|1|2026-05-01 18:47:55.383|26
53|1||28|2026-05-01 00:00:00.000|4000.00|.00|Payment #7 - Payment to Mezaan Bank|1|2026-05-01 19:07:04.290|27
54|1||25|2026-05-01 00:00:00.000|.00|2000.00|Payment #7 - Payment from Cash|1|2026-05-01 19:07:04.303|27
55|1||32|2026-05-01 00:00:00.000|.00|2000.00|Payment #7 - Payment from HSBC|1|2026-05-01 19:07:04.313|27
56|1||17|2026-05-02 00:00:00.000|25000.00|.00|Purchase #3 - Purchase amount|1|2026-05-02 10:39:21.607|28
57|1||35|2026-05-02 00:00:00.000|.00|25000.00|Purchase #3 - Credit to HONDA MOTORS|1|2026-05-02 10:39:21.637|28
58|1||35|2026-05-02 00:00:00.000|5000.00|.00|Purchase Return #5 - Debit to HONDA MOTORS|1|2026-05-02 10:40:06.660|29
59|1||18|2026-05-02 00:00:00.000|.00|5000.00|Purchase Return #5 - Purchase return credit|1|2026-05-02 10:40:06.670|29
